idx	code	slot	cond	jp	ko
50	058C	0	{0026:7}{0026:23}	いくわよ	갑니다
50	058C	1	{0036}	いきますよ	갑니다
50	058C	2	{0036}{0026:1339}	いくぞ	간다
50	058C	3	{0036}{0026:513}{0026:510}	いくぞ	간다
50	058C	4	{0035}	いきますぞ	가겠소
50	058C	5	{0036}{0036}{0026:530}{0026:510}	いくぞ	간다
50	058C	6	{0035}	いきますぞ	가겠소
50	058C	7	{0036}{0036}{0026:23}	参るぞ	나아간다
50	058C	8	{0036}	いくぞ	간다
51	058D	0	{0026:7}{0026:30}	おりません	없습니다
51	058D	1	{0036}	いません	없습니다
51	058D	2	{0036}{0026:500}{0026:510}	いない	없다
51	058D	3	{0036}	おりません	없습니다
51	058D	4	{0036}{0026:1339}	いない	없다
51	058D	5	{0036}{0026:513}{0026:510}	いない	없다
51	058D	6	{0035}	おりません	없습니다
51	058D	7	{0036}{0036}{0026:530}{0026:510}	いない	없다
51	058D	8	{0035}	おりません	없습니다
51	058D	9	{0036}{0036}{0026:512}{0026:30}	おらぬ	없네
51	058D	10	{0036}{0026:130}	おりません	없습니다
51	058D	11	{0036}{0026:514}	おりません	없습니다
51	058D	12	{0036}{0036}	いない	없다
52	058E	0	{0026:7}	おります	있습니다
52	058E	1	{0036}{0026:500}{0026:510}	いる	있다
52	058E	2	{0036}	おります	있습니다
52	058E	3	{0036}{0026:1339}	いる	있다
52	058E	4	{0036}{0026:513}{0026:510}	いる	있다
52	058E	5	{0035}	おります	있습니다
52	058E	6	{0036}{0036}{0026:530}{0026:510}	いる	있다
52	058E	7	{0035}	おります	있습니다
52	058E	8	{0036}{0036}{0026:512}{0026:30}	いる	있다
52	058E	9	{0036}{0026:130}	おります	있습니다
52	058E	10	{0036}{0026:514}	おります	있습니다
52	058E	11	{0036}{0036}	いる	있다
53	058F	0	{0026:7}	いました	습니다
53	058F	1	{0036}{0026:500}{0026:510}	いた	있었다
53	058F	2	{0036}	おりました	있었습니다
53	058F	3	{0036}{0026:1339}	いた	있었다
53	058F	4	{0036}{0026:513}{0026:510}	いた	있었다
53	058F	5	{0035}	おりました	있었습니다
53	058F	6	{0036}{0036}{0026:530}{0026:510}	いた	있었다
53	058F	7	{0035}	おりました	있었습니다
53	058F	8	{0036}{0036}{0026:512}{0026:30}	いた	있었다
53	058F	9	{0036}{0026:130}	おりました	있었습니다
53	058F	10	{0036}{0026:514}	おりました	있었습니다
53	058F	11	{0036}{0036}{0026:6}	いた	있었다
54	0590	0	{0026:7}	きました	습니다
54	0590	1	{0036}{0026:500}{0026:510}	いた	있었다
54	0590	2	{0036}	きました	습니다
54	0590	3	{0036}{0026:1339}	いた	있었다
54	0590	4	{0036}{0026:513}{0026:510}	いた	있었다
54	0590	5	{0035}	きました	습니다
54	0590	6	{0036}{0036}{0026:530}{0026:510}	いた	있었다
54	0590	7	{0035}	きました	습니다
54	0590	8	{0036}{0036}{0026:512}{0026:30}	いた	있었다
54	0590	9	{0036}{0026:130}	きました	습니다
54	0590	10	{0036}{0026:514}	きました	습니다
54	0590	11	{0036}{0036}	いた	있었다
55	0591	0	{0026:7}	いたします	하겠습니다
55	0591	1	{0036}{0026:500}{0026:510}	いたす	하겠다
55	0591	2	{0036}	いたします	하겠습니다
55	0591	3	{0036}{0026:1339}	いたす	하겠다
55	0591	4	{0036}{0026:513}{0026:510}	いたす	하겠다
55	0591	5	{0035}	いたします	하겠습니다
55	0591	6	{0036}{0036}{0026:530}{0026:510}	いたす	하겠다
55	0591	7	{0035}	いたします	하겠습니다
55	0591	8	{0036}{0036}{0026:512}{0026:30}	いたす	하겠다
55	0591	9	{0036}{0026:130}	いたします	하겠습니다
55	0591	10	{0036}{0026:514}	いたします	하겠습니다
55	0591	11	{0036}{0036}	いたす	하겠다
56	0592	0	{0026:7}	いたしましょう	하겠습니다
56	0592	1	{0036}{0026:500}{0026:510}	いたそう	하겠다
56	0592	2	{0036}	いたします	하겠습니다
56	0592	3	{0036}{0026:1339}	いたそう	하겠다
56	0592	4	{0036}{0026:513}{0026:510}	いたそう	하겠다
56	0592	5	{0035}	いたしましょう	하겠습니다
56	0592	6	{0036}{0036}{0026:530}{0026:510}	いたそう	하겠다
56	0592	7	{0035}	いたしましょう	하겠습니다
56	0592	8	{0036}{0036}{0026:512}{0026:30}	いたそう	하겠다
56	0592	9	{0036}{0026:130}	いたしましょう	하겠습니다
56	0592	10	{0036}{0026:514}	いたしましょう	하겠습니다
56	0592	11	{0036}{0036}	いたそう	하겠다
57	0593	0	{0026:7}	いまして	고
57	0593	1	{0036}{0026:500}{0026:510}	いて	있고
57	0593	2	{0036}	おりまして	있고
57	0593	3	{0036}{0026:1339}	いて	있고
57	0593	4	{0036}{0026:513}{0026:510}	いて	있고
57	0593	5	{0035}	おりまして	있고
57	0593	6	{0036}{0036}{0026:530}{0026:510}	いて	있고
57	0593	7	{0035}	おりまして	있고
57	0593	8	{0036}{0036}{0026:512}{0026:30}	いて	있고
57	0593	9	{0036}{0026:130}	おりまして	있고
57	0593	10	{0036}{0026:514}	おりまして	있고
57	0593	11	{0036}{0036}	いて	있고
58	0594	0	{0026:6}	いやいや	아니아니
58	0594	1	{0036}	いえいえ	아니오 아니오
59	0595	0	{0026:7}	ですか	입니까
59	0595	1	{0036}{0026:500}{0026:510}	か	는가
59	0595	2	{0036}	ですか	입니까
59	0595	3	{0036}{0026:1339}	か	는가
59	0595	4	{0036}{0026:513}{0026:510}	か	는가
59	0595	5	{0035}	ですか	입니까
59	0595	6	{0036}{0036}{0026:530}{0026:510}	か	는가
59	0595	7	{0035}	ですか	입니까
59	0595	8	{0036}{0036}{0026:512}{0026:30}	か	는가
59	0595	9	{0036}{0026:130}	ですか	입니까
59	0595	10	{0036}{0026:514}	ですか	입니까
59	0595	11	{0036}{0036}	か	는가
60	0596	0	{0026:6}	か	는가
61	0597	0	{0026:6}	か	는가
61	0597	1	{0036}	わ	어요
62	0598	0	{0026:7}	かしら	일까요
62	0598	1	{0036}{0026:500}{0026:510}	かな	일까
62	0598	2	{0036}	でしょうか	일까요
62	0598	3	{0036}{0026:1339}	か	는가
62	0598	4	{0036}{0026:513}{0026:510}	か	는가
62	0598	5	{0035}	でしょうか	일까요
62	0598	6	{0036}{0036}{0026:530}{0026:510}	か	는가
62	0598	7	{0035}	でしょうか	일까요
62	0598	8	{0036}{0036}{0026:512}{0026:30}{0026:17}	か	는가
62	0598	9	{0036}	かな	일까
62	0598	10	{0036}{0026:130}	でしょうか	일까요
62	0598	11	{0036}{0026:514}	でしょうか	일까요
62	0598	12	{0036}{0036}	かな	일까
63	0599	0	{0026:7}	かぬ	다
63	0599	1	{0036}{0026:500}{0026:510}	かぬ	다
63	0599	2	{0036}	きません	습니다
63	0599	3	{0036}{0026:1339}	かぬ	다
63	0599	4	{0036}{0026:513}{0026:510}	かぬ	다
63	0599	5	{0035}	きません	습니다
63	0599	6	{0036}{0036}{0026:530}{0026:510}	かぬ	다
63	0599	7	{0035}	きません	습니다
63	0599	8	{0036}{0036}{0026:512}{0026:30}	かぬ	다
63	0599	9	{0036}{0026:130}	きません	습니다
63	0599	10	{0036}{0026:514}	きません	습니다
63	0599	11	{0036}{0036}	かぬ	다
64	059A	0	{0026:7}{0026:30}{0026:512}{0026:23}	お聞き	들어 보세요
64	059A	1	{0036}	聞きなさい	들으세요
64	059A	2	{0036}{0036}	お聞きください	들어 주십시오
64	059A	3	{0036}{0026:500}	お聞きください	들어 주십시오
64	059A	4	{0036}{0026:1339}	聞けい	들어라
64	059A	5	{0036}{0026:513}{0026:510}	聞けい	들어라
64	059A	6	{0035}	お聞きください	들어 주십시오
64	059A	7	{0036}{0036}{0026:530}{0026:510}	聞けい	들어라
64	059A	8	{0035}	お聞きください	들어 주십시오
64	059A	9	{0036}{0036}{0026:512}{0026:30}	聞けい	들어라
64	059A	10	{0036}{0026:130}	お聞きください	들어 주십시오
64	059A	11	{0036}{0026:514}	お聞きください	들어 주십시오
64	059A	12	{0036}{0036}	聞けい	들어라
65	059B	0	{0026:7}{0026:23}	参れ	오라
65	059B	1	{0036}	来なさい	오세요
65	059B	2	{0036}{0026:1339}	来い	와라
65	059B	3	{0036}{0026:513}{0026:510}	来い	와라
65	059B	4	{0035}	来られい	오시오
65	059B	5	{0036}{0036}{0026:530}{0026:510}	来い	와라
65	059B	6	{0035}	来られい	오시오
65	059B	7	{0036}{0036}{0026:25}{0026:23}	参れ	오라
65	059B	8	{0036}{0034:26}{0026:27}	来るがよい	오는 것이 좋겠다
65	059B	9	{0036}{0036}	来い	와라
66	059C	0	{0026:7}	こられよ	오시오
66	059C	1	{0036}{0026:500}{0026:510}	こい	와라
66	059C	2	{0036}	こられよ	오시오
66	059C	3	{0036}{0026:1339}	こい	와라
66	059C	4	{0036}{0026:513}{0026:510}	こい	와라
66	059C	5	{0035}	こられよ	오시오
66	059C	6	{0036}{0036}{0026:530}{0026:510}	こい	와라
66	059C	7	{0035}	こられよ	오시오
66	059C	8	{0036}{0036}{0026:512}{0026:30}	こい	와라
66	059C	9	{0036}{0026:130}	こられよ	오시오
66	059C	10	{0036}{0026:514}	こられよ	오시오
66	059C	11	{0036}{0036}	こい	와라
67	059D	0	{0026:7}	きましょう	습니다
67	059D	1	{0036}{0026:500}{0026:510}	こう	다
67	059D	2	{0036}	きましょう	습니다
67	059D	3	{0036}{0026:1339}	こう	다
67	059D	4	{0036}{0026:513}{0026:510}	こう	다
67	059D	5	{0035}	きましょう	습니다
67	059D	6	{0036}{0036}{0026:530}{0026:510}	こう	다
67	059D	7	{0035}	きましょう	습니다
67	059D	8	{0036}{0036}{0026:512}{0026:30}	こう	다
67	059D	9	{0036}{0026:130}	きましょう	습니다
67	059D	10	{0036}{0026:514}	きましょう	습니다
67	059D	11	{0036}{0036}	こう	다
68	059E	0	{0026:7}	きましょう	습니다
68	059E	1	{0036}{0026:500}{0026:510}	こよう	다
68	059E	2	{0036}	きましょう	습니다
68	059E	3	{0036}{0026:1339}	こよう	다
68	059E	4	{0036}{0026:513}{0026:510}	こよう	다
68	059E	5	{0035}	きましょう	습니다
68	059E	6	{0036}{0036}{0026:530}{0026:510}	こよう	다
68	059E	7	{0035}	きましょう	습니다
68	059E	8	{0036}{0036}{0026:512}{0026:30}	こよう	다
68	059E	9	{0036}{0026:130}	きましょう	습니다
68	059E	10	{0036}{0026:514}	きましょう	습니다
68	059E	11	{0036}{0036}	こよう	다
69	059F	0	{0026:7}	きます	습니다
69	059F	1	{0036}{0026:500}{0026:510}	く	다
69	059F	2	{0036}	きます	습니다
69	059F	3	{0036}{0026:1339}	く	다
69	059F	4	{0036}{0026:513}{0026:510}	く	다
69	059F	5	{0035}	きます	습니다
69	059F	6	{0036}{0036}{0026:530}{0026:510}	く	다
69	059F	7	{0035}	きます	습니다
69	059F	8	{0036}{0036}{0026:512}{0026:30}	く	다
69	059F	9	{0036}{0026:130}	きます	습니다
69	059F	10	{0036}{0026:514}	きます	습니다
69	059F	11	{0036}{0036}	く	다
70	05A0	0	{0026:7}	ください	주십시오
70	05A0	1	{0036}{0026:500}{0026:510}	くだされ	주시오
70	05A0	2	{0036}	ください	주십시오
70	05A0	3	{0036}{0026:1339}	くだされ	주시오
70	05A0	4	{0036}{0026:513}{0026:510}	くだされ	주시오
70	05A0	5	{0035}	ください	주십시오
70	05A0	6	{0036}{0036}{0026:530}{0026:510}	くだされ	주시오
70	05A0	7	{0035}	ください	주십시오
70	05A0	8	{0036}{0036}{0026:512}{0026:30}	くだされ	주시오
70	05A0	9	{0036}{0026:130}	ください	주십시오
70	05A0	10	{0036}{0026:514}	ください	주십시오
70	05A0	11	{0036}{0036}	くだされ	주시오
71	05A1	0	{0026:7}	ください	주십시오
71	05A1	1	{0036}{0026:500}{0026:510}	くれ	주게
71	05A1	2	{0036}	くだされ	주시오
71	05A1	3	{0036}{0026:1339}	くれ	주게
71	05A1	4	{0036}{0026:513}{0026:510}	くれ	주게
71	05A1	5	{0035}	くだされ	주시오
71	05A1	6	{0036}{0036}{0026:530}{0026:510}	くれ	주게
71	05A1	7	{0035}	くだされ	주시오
71	05A1	8	{0036}{0036}{0026:512}{0026:30}	くれ	주게
71	05A1	9	{0036}{0026:130}	くだされ	주시오
71	05A1	10	{0036}{0026:514}	くだされ	주시오
71	05A1	11	{0036}{0036}	くれ	주게
72	05A2	0	{0026:7}{0026:30}	くださる	주신다
72	05A2	1	{0036}{0026:23}	くださる	주신다
72	05A2	2	{0036}	くださいます	주십니다
72	05A2	3	{0036}{0026:500}{0026:510}	くれる	준다
72	05A2	4	{0036}	くださいます	주십니다
72	05A2	5	{0036}{0026:1339}	くれる	준다
72	05A2	6	{0036}{0026:513}{0026:510}	くれる	준다
72	05A2	7	{0035}	くださいます	주십니다
72	05A2	8	{0036}{0036}{0026:530}{0026:510}	くれる	준다
72	05A2	9	{0035}	くださいます	주십니다
72	05A2	10	{0036}{0036}{0026:512}{0026:30}	くれる	준다
72	05A2	11	{0036}{0026:130}	くださいます	주십니다
72	05A2	12	{0036}{0026:514}	くださいます	주십니다
72	05A2	13	{0036}{0036}	くれる	준다
73	05A3	0	{0026:7}{0026:30}	くれました	주었습니다
73	05A3	1	{0036}{0026:513}{0026:510}	くれました	주었습니다
73	05A3	2	{0035}	くださいました	주셨습니다
73	05A3	3	{0036}{0036}{0026:530}{0026:510}	くれました	주었습니다
73	05A3	4	{0035}	くださいました	주셨습니다
73	05A3	5	{0036}{0036}	くださいました	주셨습니다
73	05A3	6	{0036}{0026:500}{0026:510}	くれた	주었다
73	05A3	7	{0036}	くださいました	주셨습니다
73	05A3	8	{0036}{0026:1339}	くれた	주었다
73	05A3	9	{0036}{0026:513}{0026:510}	くれた	주었다
73	05A3	10	{0035}	くださいました	주셨습니다
73	05A3	11	{0036}{0036}{0026:530}{0026:510}	くれた	주었다
73	05A3	12	{0035}	くださいました	주셨습니다
73	05A3	13	{0036}{0036}{0026:512}{0026:30}	くれた	주었다
73	05A3	14	{0036}{0026:130}	くださいました	주셨습니다
73	05A3	15	{0036}{0026:514}	くださいました	주셨습니다
73	05A3	16	{0036}{0036}	くれた	주었다
74	05A4	0	{0026:7}{0026:30}	くだされて	주시어
74	05A4	1	{0036}{0026:23}	くだされて	주시어
74	05A4	2	{0036}	くださって	주셔서
74	05A4	3	{0036}{0026:500}{0026:510}	くれて	주어서
74	05A4	4	{0036}	くださって	주셔서
74	05A4	5	{0036}{0026:1339}	くれて	주어서
74	05A4	6	{0036}{0026:513}{0026:510}	くれて	주어서
74	05A4	7	{0035}	くださって	주셔서
74	05A4	8	{0036}{0036}{0026:530}{0026:510}	くれて	주어서
74	05A4	9	{0035}	くださって	주셔서
74	05A4	10	{0036}{0036}{0026:512}{0026:30}	くれて	주어서
74	05A4	11	{0036}{0026:130}	くださって	주셔서
74	05A4	12	{0036}{0026:514}	くださって	주셔서
74	05A4	13	{0036}{0036}	くれて	주어서
75	05A5	0	{0026:1339}	ちっくしょおおお	제에에기랄
75	05A5	1	{0034:7}	ちいい	치이잇
75	05A5	2	{0035}{0026:23}	ちっ	칫
75	05A5	3	{0034:8}	ぐぬぬぬぬぬ	끄으으으윽
75	05A5	4	{0036}{0036}	くぬう	크느윽
76	05A6	0	{0026:7}	みません	습니다
76	05A6	1	{0036}{0026:500}{0026:510}	まぬ	다
76	05A6	2	{0036}	みません	습니다
76	05A6	3	{0036}{0026:1339}	まぬ	다
76	05A6	4	{0036}{0026:513}{0026:510}	まぬ	다
76	05A6	5	{0035}	みません	습니다
76	05A6	6	{0036}{0036}{0026:530}{0026:510}	まぬ	다
76	05A6	7	{0035}	みません	습니다
76	05A6	8	{0036}{0036}{0026:512}{0026:30}	まぬ	다
76	05A6	9	{0036}{0026:130}	みません	습니다
76	05A6	10	{0036}{0026:514}	みません	습니다
76	05A6	11	{0036}{0036}	まぬ	다
77	05A7	0	{0026:6}	め	놈
78	05A8	0	{0026:7}	いただきましょう	받겠습니다
78	05A8	1	{0036}{0026:500}{0026:510}{0026:23}	いただこう	받겠다
78	05A8	2	{0036}	もらおう	받겠다
78	05A8	3	{0036}	いただきましょう	받겠습니다
78	05A8	4	{0036}{0026:1339}	もらおう	받겠다
78	05A8	5	{0036}{0026:513}{0026:510}	もらおう	받겠다
78	05A8	6	{0035}	いただきましょう	받겠습니다
78	05A8	7	{0036}{0036}{0026:530}{0026:510}	もらおう	받겠다
78	05A8	8	{0035}	いただきましょう	받겠습니다
78	05A8	9	{0036}{0036}{0026:512}{0026:30}	もらおう	받겠다
78	05A8	10	{0036}{0026:130}	いただきましょう	받겠습니다
78	05A8	11	{0036}{0026:514}	いただきましょう	받겠습니다
78	05A8	12	{0036}{0036}{0026:23}	いただこう	받겠다
78	05A8	13	{0036}	もらおう	받겠다
79	05A9	0	{0026:7}	みます	습니다
79	05A9	1	{0036}{0026:500}{0026:510}	む	다
79	05A9	2	{0036}	みます	습니다
79	05A9	3	{0036}{0026:1339}	む	다
79	05A9	4	{0036}{0026:513}{0026:510}	む	다
79	05A9	5	{0035}	みます	습니다
79	05A9	6	{0036}{0036}{0026:530}{0026:510}	む	다
79	05A9	7	{0035}	みます	습니다
79	05A9	8	{0036}{0036}{0026:512}{0026:30}	む	다
79	05A9	9	{0036}{0026:130}	みます	습니다
79	05A9	10	{0036}{0026:514}	みます	습니다
79	05A9	11	{0036}{0036}	む	다
80	05AA	0	{0026:7}	ね	
80	05AA	1	{0036}	な	
81	05AB	0	{0026:7}	わね	
81	05AB	1	{0036}	な	
82	05AC	0	{0026:7}	な	
83	05AD	0	{0026:6}	な	
84	05AE	0	{0026:7}	わね	
84	05AE	1	{0036}	な	
85	05AF	0	{0026:7}	ません	습니다
85	05AF	1	{0036}{0026:500}{0026:510}{0026:28}	ぬ	다
85	05AF	2	{0036}	ない	다
85	05AF	3	{0036}	ません	습니다
85	05AF	4	{0036}{0026:1339}	ぬ	다
85	05AF	5	{0036}{0026:513}{0026:510}	ぬ	다
85	05AF	6	{0035}	ません	습니다
85	05AF	7	{0036}{0036}{0026:530}{0026:510}	ぬ	다
85	05AF	8	{0035}	ません	습니다
85	05AF	9	{0036}{0036}{0026:512}{0026:30}	ぬ	다
85	05AF	10	{0036}{0026:130}	ません	습니다
85	05AF	11	{0036}{0026:514}	ません	습니다
85	05AF	12	{0036}{0036}{0026:28}	ぬ	다
85	05AF	13	{0036}	ない	다
86	05B0	0	{0026:7}	ありません	없습니다
86	05B0	1	{0036}{0026:500}{0026:510}	ない	다
86	05B0	2	{0036}	ありません	없습니다
86	05B0	3	{0036}{0026:1339}	ない	다
86	05B0	4	{0036}{0026:513}{0026:510}	ない	다
86	05B0	5	{0035}	ありません	없습니다
86	05B0	6	{0036}{0036}{0026:530}{0026:510}	ない	다
86	05B0	7	{0035}	ありません	없습니다
86	05B0	8	{0036}{0036}{0026:512}{0026:30}	ない	다
86	05B0	9	{0036}{0026:514}	ありません	없습니다
86	05B0	10	{0036}{0036}	ない	다
87	05B1	0	{0026:7}	ない	다
87	05B1	1	{0036}	ぬ	다
88	05B2	0	{0026:7}	なんですって	무어라고요
88	05B2	1	{0036}{0026:500}{0026:510}	なんだと	무어라
88	05B2	2	{0036}	なんですと	무어라고
88	05B2	3	{0036}{0026:1339}	なんだと	무어라
88	05B2	4	{0036}{0026:513}{0026:510}	なんだと	무어라
88	05B2	5	{0035}	なんですと	무어라고
88	05B2	6	{0036}{0036}{0026:530}{0026:510}	なんだと	무어라
88	05B2	7	{0035}	なんですと	무어라고
88	05B2	8	{0036}{0036}{0026:512}{0026:30}	なんだと	무어라
88	05B2	9	{0036}{0026:130}	なんですと	무어라고
88	05B2	10	{0036}{0026:514}	なんですと	무어라고
88	05B2	11	{0036}{0036}	なんだと	무어라
89	05B3	0	{0026:7}	なりません	안 됩니다
89	05B3	1	{0036}{0026:500}{0026:510}	なるまい	안 되겠지
89	05B3	2	{0036}	なりません	안 됩니다
89	05B3	3	{0036}{0026:1339}	なるまい	안 되겠지
89	05B3	4	{0036}{0026:513}{0026:510}	なるまい	안 되겠지
89	05B3	5	{0035}	なりません	안 됩니다
89	05B3	6	{0036}{0036}{0026:530}{0026:510}	なるまい	안 되겠지
89	05B3	7	{0035}	なりません	안 됩니다
89	05B3	8	{0036}{0036}{0026:512}{0026:30}	なるまい	안 되겠지
89	05B3	9	{0036}{0026:130}	なりますまい	안 될 것입니다
89	05B3	10	{0036}{0026:514}	なりません	안 됩니다
89	05B3	11	{0036}{0036}	なるまい	안 되겠지
90	05B4	0	{0026:7}{0026:30}	ありますまい	없을 것입니다
90	05B4	1	{0036}	ないでしょう	없겠지요
90	05B4	2	{0036}{0026:500}{0026:510}	なかろう	없겠지
90	05B4	3	{0036}	ございますまい	없사옵니다
90	05B4	4	{0036}{0026:1339}	なかろう	없겠지
90	05B4	5	{0036}{0026:513}{0026:510}	なかろう	없겠지
90	05B4	6	{0035}	ございますまい	없사옵니다
90	05B4	7	{0036}{0036}{0026:530}{0026:510}	なかろう	없겠지
90	05B4	8	{0035}	ございますまい	없사옵니다
90	05B4	9	{0036}{0036}{0026:512}{0026:30}	なかろう	없겠지
90	05B4	10	{0036}{0026:130}	ございますまい	없사옵니다
90	05B4	11	{0036}{0026:514}	ありますまい	없을 것입니다
90	05B4	12	{0036}{0036}	なかろう	없겠지
91	05B5	0	{0026:7}	ませんでした	습니다
91	05B5	1	{0036}{0026:500}{0026:510}	なかった	다
91	05B5	2	{0036}	ませんでした	습니다
91	05B5	3	{0036}{0026:1339}	なかった	다
91	05B5	4	{0036}{0026:513}{0026:510}	なかった	다
91	05B5	5	{0035}	ませんでした	습니다
91	05B5	6	{0036}{0036}{0026:530}{0026:510}	なかった	다
91	05B5	7	{0035}	ませんでした	습니다
91	05B5	8	{0036}{0036}{0026:512}{0026:30}	なかった	다
91	05B5	9	{0036}{0026:130}	ませんでした	습니다
91	05B5	10	{0036}{0026:514}	ませんでした	습니다
91	05B5	11	{0036}{0036}	なかった	다
92	05B6	0	{0026:7}	ね	군요
92	05B6	1	{0036}	だ	군
93	05B7	0	{0026:7}	のですか	습니까
93	05B7	1	{0036}{0026:500}{0026:510}	のか	는가
93	05B7	2	{0036}	のですか	습니까
93	05B7	3	{0036}{0026:1339}	のか	는가
93	05B7	4	{0036}{0026:513}{0026:510}	のか	는가
93	05B7	5	{0035}	のですか	습니까
93	05B7	6	{0036}{0036}{0026:530}{0026:510}	のか	는가
93	05B7	7	{0035}	のですか	습니까
93	05B7	8	{0036}{0036}{0026:512}{0026:30}	のか	는가
93	05B7	9	{0036}{0026:130}	のですか	습니까
93	05B7	10	{0036}{0026:514}	のですか	습니까
93	05B7	11	{0036}{0036}	のか	는가
94	05B8	0	{0026:7}	くうう	크으윽
94	05B8	1	{0036}	ぬうう	느으윽
95	05B9	0	{0026:7}	思います	생각합니다
95	05B9	1	{0036}{0026:500}{0026:510}	思う	생각한다
95	05B9	2	{0036}	存じます	생각하옵니다
95	05B9	3	{0036}{0026:1339}	思う	생각한다
95	05B9	4	{0036}{0026:513}{0026:510}	思う	생각한다
95	05B9	5	{0035}	存じます	생각하옵니다
95	05B9	6	{0036}{0036}{0026:530}{0026:510}	思う	생각한다
95	05B9	7	{0035}	存じます	생각하옵니다
95	05B9	8	{0036}{0036}{0026:512}{0026:30}	思う	생각한다
95	05B9	9	{0036}{0026:130}	存じます	생각하옵니다
95	05B9	10	{0036}{0026:514}	存じます	생각하옵니다
95	05B9	11	{0036}{0036}	思う	생각한다
96	05BA	0	{0026:7}{0026:30}	ええ	예
96	05BA	1	{0036}	はい	예
96	05BA	2	{0036}{0026:500}{0026:510}	おお	오오
96	05BA	3	{0036}	はい	예
96	05BA	4	{0036}{0026:1339}	おお	오오
96	05BA	5	{0036}{0026:513}{0026:510}	おお	오오
96	05BA	6	{0035}	はい	예
96	05BA	7	{0036}{0036}{0026:530}{0026:510}	おお	오오
96	05BA	8	{0035}	はい	예
96	05BA	9	{0036}{0036}{0026:512}{0026:30}	おお	오오
96	05BA	10	{0036}{0026:130}	はい	예
96	05BA	11	{0036}{0026:514}	はい	예
96	05BA	12	{0036}{0036}	おお	오오
97	05BB	0	{0026:7}	まあ	어머
97	05BB	1	{0036}	おお	오오
98	05BC	0	{0026:7}	いましょう	습니다
98	05BC	1	{0036}{0026:500}{0026:510}	おう	다
98	05BC	2	{0036}	いましょう	습니다
98	05BC	3	{0036}{0026:1339}	おう	다
98	05BC	4	{0036}{0026:513}{0026:510}	おう	다
98	05BC	5	{0035}	いましょう	습니다
98	05BC	6	{0036}{0036}{0026:530}{0026:510}	おう	다
98	05BC	7	{0035}	いましょう	습니다
98	05BC	8	{0036}{0036}{0026:512}{0026:30}	おう	다
98	05BC	9	{0036}{0026:130}	いましょう	습니다
98	05BC	10	{0036}{0026:514}	いましょう	습니다
98	05BC	11	{0036}{0036}	おう	다
99	05BD	0	{0026:7}	ほう	호오
99	05BD	1	{0036}	おう	다
100	05BE	0	{0026:7}{0026:30}	りません	습니다
100	05BE	1	{0036}	りません	습니다
100	05BE	2	{0036}{0026:500}{0026:510}	らぬ	다
100	05BE	3	{0036}	りません	습니다
100	05BE	4	{0036}{0026:1339}	らぬ	다
100	05BE	5	{0036}{0026:513}{0026:510}	らぬ	다
100	05BE	6	{0035}	りません	습니다
100	05BE	7	{0036}{0036}{0026:530}{0026:510}	らぬ	다
100	05BE	8	{0035}	りません	습니다
100	05BE	9	{0036}{0036}{0026:512}{0026:30}	らぬ	다
100	05BE	10	{0036}{0026:130}	りません	습니다
100	05BE	11	{0036}{0026:514}	りません	습니다
100	05BE	12	{0036}{0036}	らぬ	다
101	05BF	0	{0026:7}	なさい	하세요
101	05BF	1	{0036}	ろ	라
102	05C0	0	{0026:7}	りましょう	습니다
102	05C0	1	{0036}{0026:500}{0026:510}	ろう	다
102	05C0	2	{0036}	りましょう	습니다
102	05C0	3	{0036}{0026:1339}	ろう	다
102	05C0	4	{0036}{0026:513}{0026:510}	ろう	다
102	05C0	5	{0035}	りましょう	습니다
102	05C0	6	{0036}{0036}{0026:530}{0026:510}	ろう	다
102	05C0	7	{0035}	りましょう	습니다
102	05C0	8	{0036}{0036}{0026:512}{0026:30}	ろう	다
102	05C0	9	{0036}{0026:130}	りましょう	습니다
102	05C0	10	{0036}{0026:514}	りましょう	습니다
102	05C0	11	{0036}{0036}	ろう	다
103	05C1	0	{0026:7}	ります	습니다
103	05C1	1	{0036}{0026:500}{0026:510}	る	다
103	05C1	2	{0036}	ります	습니다
103	05C1	3	{0036}{0026:1339}	る	다
103	05C1	4	{0036}{0026:513}{0026:510}	る	다
103	05C1	5	{0035}	ります	습니다
103	05C1	6	{0036}{0036}{0026:530}{0026:510}	る	다
103	05C1	7	{0035}	ります	습니다
103	05C1	8	{0036}{0036}{0026:512}{0026:30}	る	다
103	05C1	9	{0036}{0026:130}	ります	습니다
103	05C1	10	{0036}{0026:514}	ります	습니다
103	05C1	11	{0036}{0036}	る	다
104	05C2	0	{0026:7}	ます	습니다
104	05C2	1	{0036}{0026:500}{0026:510}	る	다
104	05C2	2	{0036}	ます	습니다
104	05C2	3	{0036}{0026:1339}	る	다
104	05C2	4	{0036}{0026:513}{0026:510}	る	다
104	05C2	5	{0035}	ます	습니다
104	05C2	6	{0036}{0036}{0026:530}{0026:510}	る	다
104	05C2	7	{0035}	ます	습니다
104	05C2	8	{0036}{0036}{0026:512}{0026:30}	る	다
104	05C2	9	{0036}{0026:130}	ます	습니다
104	05C2	10	{0036}{0026:514}	ます	습니다
104	05C2	11	{0036}{0036}	る	다
105	05C3	0	{0026:7}	います	습니다
105	05C3	1	{0036}{0026:500}{0026:510}	る	다
105	05C3	2	{0036}	います	습니다
105	05C3	3	{0036}{0026:1339}	る	다
