group	entry	jp	ko
10	58	{00DF}N‖の活躍により‖⏎見事、男を捕らえました‖⏎{001F}	{00DF}N‖의 활약으로‖⏎멋지게 사내를 잡았습니다‖⏎{001F}
10	59	{00DF}N‖の活躍もむなしく‖⏎男を取り逃がしました‖⏎{001F}	{00DF}N‖의 활약도 헛되이‖⏎사내를 놓치고 말았습니다‖⏎{001F}
10	60	{01F7}{01E2}わ、わわっ！‖⏎{058A}⏎{05B8}⏎{001F}	{01F7}{01E2}으, 으아앗!‖⏎{058A}⏎{05B8}⏎{001F}
10	61	{00E0}N‖は見回りの途中で‖⏎怪我をしてしまいました‖⏎{001F}	{00E0}N‖, 순찰 도중에‖⏎다치고 말았습니다‖⏎{001F}
10	62	{01F7}{01E2}{02A6}{0037:2}この町の治安も‖⏎かなりよくな‖{05D1}{05AA}⏎{0038}問題ないよう‖{057A}⏎これだけ見回れば‖⏎十分‖{057B}⏎{0039}{001F}	{01F7}{01E2}{02A6}{0037:2}이 고을의 치안도‖⏎꽤 좋아졌‖{05D1}{05AA}⏎{0038}문제없는 모양‖{057A}⏎이만큼 순찰하면‖⏎충분‖{057B}⏎{0039}{001F}
10	63	{01DE:30}{0037:2}特に異常ありません‖⏎{0038}問題ないようです‖⏎{0039}{001F}	{01DE:30}{0037:2}특별한 이상은 없습니다‖⏎{0038}문제없는 듯합니다‖⏎{0039}{001F}
10	64	{01F7}{01E2}{02A6}{0037:2}十分に成果があ‖{05D1}{05AA}⏎この町の治安も‖⏎かなりよくな‖{05D1}⏎{0038}問題ないよう‖{057A}⏎民も不安なく‖⏎暮らしてい‖{05C2}⏎{0039}{001F}	{01F7}{01E2}{02A6}{0037:2}충분한 성과가 있었‖{05D1}{05AA}⏎이 고을의 치안도‖⏎꽤 좋아졌‖{05D1}⏎{0038}문제없는 모양‖{057A}⏎백성도 불안 없이‖⏎지내고 있‖{05C2}⏎{0039}{001F}
10	65	{01DE:30}{0037:2}特に異常ありません‖⏎{00DF}N‖様がおられると‖⏎みんな気が引き締まりますね‖⏎{0038}問題ないようです‖⏎{00DF}N‖様の前で不正を‖⏎働くような輩はいません‖⏎{0039}{001F}	{01DE:30}{0037:2}특별한 이상은 없습니다‖⏎{00DF}N‖님이 계시면‖⏎모두 마음가짐이 달라집니다‖⏎{0038}문제없는 듯합니다‖⏎{00DF}N‖님 앞에서 부정을‖⏎저지를 무리는 없습니다‖⏎{0039}{001F}
10	66	{01F7}{01E2}{02A6}{0037:2}{05D7}、あまり治安は‖⏎よくならなかったよう‖{057A}⏎{0038}{05D7}、あまり‖⏎成果はなかったよう‖{057A}⏎{0039}{001F}	{01F7}{01E2}{02A6}{0037:2}{05D7}, 치안은 그다지‖⏎좋아지지 않은 모양‖{057A}⏎{0038}{05D7}, 그다지‖⏎성과는 없었던 모양‖{057A}⏎{0039}{001F}
10	67	{01DE:30}{0037:2}治安はあまり‖⏎よくなりませんでした‖⏎{0038}ううん、‖⏎まだまだ頑張らないと‖⏎いけませんね‖⏎{0039}{001F}	{01DE:30}{0037:2}치안이 그다지‖⏎좋아지지 않았습니다‖⏎{0038}으음,‖⏎아직 더 힘내지 않으면‖⏎안 되겠습니다‖⏎{0039}{001F}
10	68	{01F7}{01E2}{02A6}{0037:2}少しは治安が‖⏎よくなってきたよう‖{057A}⏎{0038}それなりに‖⏎成果はあ‖{05D1}が‖⏎まだまだ‖{057A}⏎{0039}{001F}	{01F7}{01E2}{02A6}{0037:2}치안이 조금은‖⏎좋아진 모양‖{057A}⏎{0038}나름대로‖⏎성과는 있었‖{05D1}만‖⏎아직 갈 길이 먼 모양‖{057A}⏎{0039}{001F}
10	69	{01DE:30}少しは治安が‖⏎よくなってきたようです‖⏎{001F}	{01DE:30}치안이 조금은‖⏎좋아진 듯합니다‖⏎{001F}
10	70	{01F7}{01E2}{02A6}{0037:2}今日のところは十分に‖⏎成果があ‖{05D1}{05AA}⏎{0038}だいぶ治安が‖⏎よくなってきたよう‖{057A}⏎{0039}{001F}	{01F7}{01E2}{02A6}{0037:2}오늘은 충분히‖⏎성과가 있었‖{05D1}{05AA}⏎{0038}치안이 꽤‖⏎좋아진 모양‖{057A}⏎{0039}{001F}
10	71	{01DE:30}{0037:2}{00DF}N‖様がおられると‖⏎みんな気が引き締まりますね‖⏎{0038}{00DF}N‖様の前で‖⏎不正を働くような輩は‖⏎いませんね‖⏎{0039}{001F}	{01DE:30}{0037:2}{00DF}N‖님이 계시면‖⏎모두 마음가짐이 달라집니다‖⏎{0038}{00DF}N‖님 앞에서‖⏎부정을 저지를 무리는‖⏎없습니다‖⏎{0039}{001F}
10	72	{01F7}{01E2}{02A6}{0037:2}{0561}、‖⏎賊の討伐に行くそう‖{057A}⏎{055E}も共に行‖{059D}⏎{0038}{0561}、‖⏎賊の討伐に向かうなら‖⏎{055E}も手伝‖{05BC}⏎{0039}{001F}	{01F7}{01E2}{02A6}{0037:2}{0561},‖⏎도적 토벌에 가시는 모양‖{057A}⏎{055E}도 함께 가겠‖{059D}⏎{0038}{0561},‖⏎도적 토벌에 나서신다면‖⏎{055E}도 돕겠‖{05BC}⏎{0039}{001F}
10	73	{01F6}{01E2}{02A7}{0037:2}{0561}が‖⏎同行して‖{05A2}とは‖⏎頼もしい限り‖{0576}⏎{0038}これは心強い‖⏎２人で賊を残さず‖⏎捕らえてくれ‖{05E1}⏎{0039}{001F}	{01F6}{01E2}{02A7}{0037:2}{0561}께서‖⏎동행해 ‖{05A2}니‖⏎든든하기 그지없는 일‖{0576}⏎{0038}이거 마음 든든하다‖⏎둘이서 도적을 남김없이‖⏎붙잡아 주었으면 좋겠‖{05E1}⏎{0039}{001F}
10	74	{00DF}N‖率いる賊討伐隊は‖⏎{0554:2}{01D7:0}{0554:0}郊外で賊の集団と遭遇しました！‖⏎賊は‖{01D7:1}人ほどです‖⏎{001F}	{00DF}N‖의 도적 토벌대는‖⏎{0554:2}{01D7:0}{0554:0}교외에서 도적떼를 만났습니다!‖⏎도적은‖{01D7:1}명쯤입니다‖⏎{001F}
10	75	{01F6}{01E2}{02A8}{0037:2}{00E1}N‖とやら！‖⏎我が力を思い知るがよい‖⏎覚悟せよ！‖⏎{0038}{00E1}N‖、‖⏎今日は逃しはせぬ‖⏎覚悟せよ！‖⏎{0039}{001F}	{01F6}{01E2}{02A8}{0037:2}{00E1}N‖인가 하는 놈!‖⏎내 힘을 뼈저리게 알아라‖⏎각오하라!‖⏎{0038}{00E1}N‖,‖⏎오늘은 놓치지 않는다‖⏎각오하라!‖⏎{0039}{001F}
10	76	{01F6}{01E2}{04CE}{0026:88}{0037:2}賊どもよ！‖⏎我が力を思い知るがよい‖⏎覚悟せよ！‖⏎{0038}{055E}のいる側で‖⏎町を荒らすとは不届きな！‖⏎成敗してくれよう！‖⏎{0039}{0034:11000}{0037:2}賊どもよ！‖⏎我が力を思い知るがよい‖⏎覚悟せよ！‖⏎{0038}{055E}のいる側で‖⏎町を荒らすとは不届きな！‖⏎成敗してくれよう！‖⏎{0039}{0035}{0037:2}賊どもよ！‖⏎我が力を思い知るがよい‖⏎覚悟せよ！‖⏎{0038}民の暮らしを脅かす‖⏎不埒者どもめ‖⏎この‖{00DF}N‖が許さぬ！‖⏎{0039}{0036}{001F}	{01F6}{01E2}{04CE}{0026:88}{0037:2}도적들아!‖⏎내 힘을 뼈저리게 알아라‖⏎각오하라!‖⏎{0038}{055E} 눈앞에서‖⏎마을을 휘젓다니 괘씸타!‖⏎혼내 주마!‖⏎{0039}{0034:11000}{0037:2}도적들아!‖⏎내 힘을 뼈저리게 알아라‖⏎각오하라!‖⏎{0038}{055E} 눈앞에서‖⏎마을을 휘젓다니 괘씸타!‖⏎혼내 주마!‖⏎{0039}{0035}{0037:2}도적들아!‖⏎내 힘을 뼈저리게 알아라‖⏎각오하라!‖⏎{0038}백성의 삶을 위협하는‖⏎고약한 무리들‖⏎이 ‖{00DF}N‖, 용서치 않는다!‖⏎{0039}{0036}{001F}
10	77	{00DF}N‖と‖{00E0}N‖の活躍により‖⏎見事、賊を退治しました！‖⏎{001F}	{00DF}N‖,‖{00E0}N‖의 활약으로‖⏎멋지게 도적을 쳤습니다!‖⏎{001F}
10	78	{00DF}N‖の活躍により‖⏎見事、賊を退治しました！‖⏎{001F}	{00DF}N‖의 활약으로‖⏎멋지게 도적을 쳤습니다!‖⏎{001F}
10	79	{00DF}N‖と‖{00E0}N‖の活躍により‖⏎{01D7:0}人の賊を捕らえました！‖⏎{001F}	{00DF}N‖,‖{00E0}N‖의 활약으로‖⏎{01D7:0}명의 도적을 잡았습니다!‖⏎{001F}
10	80	{00DF}N‖の活躍により‖⏎{01D7:0}人の賊を捕らえました！‖⏎{001F}	{00DF}N‖의 활약으로‖⏎{01D7:0}명의 도적을 잡았습니다!‖⏎{001F}
10	81	しかし、‖{00DF}N‖は討伐のさなかに‖⏎怪我を負ってしまいました‖⏎{001F}	그러나‖{00DF}N‖, 토벌 도중에‖⏎부상을 입고 말았습니다‖⏎{001F}
10	82	{01F7}{01E2}まずは‖⏎この‖{00E0}N‖が‖⏎{0572}！‖⏎{001F}	{01F7}{01E2}우선은‖⏎이 ‖{00E0}N‖, 몸소‖⏎{0572}!‖⏎{001F}
10	83	{01F8}{01E2}{02A6}{0037:2}我が名は‖{00E1}N‖⏎勝負‖{0579}！‖⏎{0038}{055E}を‖{00E1}N‖と‖⏎知っての手向かいか？‖⏎ちょこざいな！‖⏎{0039}{001F}	{01F8}{01E2}{02A6}{0037:2}내 이름은 ‖{00E1}N‖⏎승부‖{0579}!‖⏎{0038}{055E}, ‖{00E1}N‖인 줄‖⏎알고도 덤비는 것이냐?‖⏎가소롭구나!‖⏎{0039}{001F}
10	84	{01F8}{01E2}{02A6}{0037:2}性懲りもなく現れた‖{05AB}⏎何度来ても同じ‖{0576}！‖⏎{0038}また来た‖{05AB}⏎{05DF}⏎いざ決着をつけん！‖⏎{0039}{001F}	{01F8}{01E2}{02A6}{0037:2}지치지도 않고 나타났‖{05AB}⏎몇 번을 와도 마찬가지‖{0576}!‖⏎{0038}또 왔‖{05AB}⏎{05DF}⏎자, 결판을 내자!‖⏎{0039}{001F}
10	85	{01F8}{01E2}{02A6}{0037:2}何人でも‖⏎かかって‖{059B}！‖⏎{0038}何人こようと同じ‖{0579}！‖⏎{0039}{001F}	{01F8}{01E2}{02A6}{0037:2}몇 명이든‖⏎덤벼 ‖{059B}!‖⏎{0038}몇 명이 와도 마찬가지‖{0579}!‖⏎{0039}{001F}
10	86	{01F8}{01E2}{02A6}いくらやっても同じ‖{0579}！‖⏎{001F}	{01F8}{01E2}{02A6}아무리 해도 마찬가지‖{0579}!‖⏎{001F}
10	87	{01F8}{01E2}{02A6}{0037:2}{05D7}⏎上には上がいるものか……‖⏎無念‖{057E}⏎{0038}くっ‖⏎この‖{00E1}N‖が‖⏎捕らえられるとは……‖⏎{0039}{001F}	{01F8}{01E2}{02A6}{0037:2}{05D7}⏎뛰는 놈 위에 나는 놈……‖⏎원통‖{057E}⏎{0038}큭‖⏎이 ‖{00E1}N‖, 이 몸이‖⏎붙잡히다니……‖⏎{0039}{001F}
10	88	{02A6}{000F}{0026:130}{00DF}N‖殿、‖⏎{00E1}N‖を登用しますか？‖⏎{0035}{00DF}N‖殿、‖⏎{00E1}N‖を推挙しますか？‖⏎{0036}{001F}	{02A6}{000F}{0026:130}{00DF}N‖님,‖⏎{00E1}N‖ 등용을 하시겠습니까?‖⏎{0035}{00DF}N‖님,‖⏎{00E1}N‖ 천거를 하시겠습니까?‖⏎{0036}{001F}
10	89	{01F6}{01E2}{02A8}{00E1}N‖とやら‖⏎このようなところで‖⏎身を腐らせてなんにな‖{05C1}⏎{0021}{0560}に力を‖⏎貸してはくれ‖{05AF}か？‖⏎{001F}	{01F6}{01E2}{02A8}{00E1}N‖인가 하는 자여‖⏎이런 곳에서‖⏎몸을 썩혀 무엇이 되겠‖{05C1}⏎{0021}{0560}에게 힘을‖⏎빌려주지 않겠‖{05AF}?‖⏎{001F}
10	90	{01F8}{01E2}{02A6}{0037:2}{055E}を使ってくれると‖⏎いうのか……かたじけない‖⏎お言葉に従‖{05BC}⏎{0038}処断されても‖⏎文句の言えぬところ‖⏎喜んで協力‖{0592}⏎{0039}{001F}	{01F8}{01E2}{02A6}{0037:2}{055E} 같은 자를 써 주겠다고‖⏎하는 것인가……고맙다‖⏎말씀에 따르겠‖{05BC}⏎{0038}처단당해도‖⏎할 말이 없는 처지‖⏎기꺼이 협력‖{0592}⏎{0039}{001F}
10	91	{01F6}{01E2}{02A8}{00E1}N‖とやら‖⏎牢獄で反省するがいい‖⏎{001F}	{01F6}{01E2}{02A8}{00E1}N‖인가 하는 자여‖⏎옥에서 반성함이 좋겠다‖⏎{001F}
10	92	しかし、‖⏎{00E1}N‖は一瞬の隙をついて‖⏎逃げてしまいました‖⏎{001F}	그러나,‖⏎{00E1}N‖, 한순간의 틈을 타‖⏎달아나고 말았습니다‖⏎{001F}
10	93	{01F6}{01E2}{02A8}{0026:88}逃げ足の早い奴め‖⏎まぁ、‖{05DF}⏎賊は退治したの‖{0576}から‖{05AA}⏎{0034:11000}逃げ足の早い奴め‖⏎まぁ、‖{05DF}⏎賊は退治したの‖{0576}から‖{05AA}⏎{0035}しまった‖⏎逃げられるとは不覚‖{057E}⏎{0021}……仕方が‖{05B0}⏎賊を退治しただけでも‖⏎よしとし‖{05E1}⏎{0036}{001F}	{01F6}{01E2}{02A8}{0026:88}도망 하나는 빠른 놈‖⏎뭐,‖{05DF}⏎도적은 물리쳤으니 다행‖{0576}‖{05AA}⏎{0034:11000}도망 하나는 빠른 놈‖⏎뭐,‖{05DF}⏎도적은 물리쳤으니 다행‖{0576}‖{05AA}⏎{0035}아차‖⏎놓치다니 불찰‖{057E}⏎{0021}……어쩔 수‖{05B0}⏎도적을 물리친 것만으로도‖⏎좋다고 하겠‖{05E1}⏎{0036}{001F}
10	94	{01F6}{01E2}{04CE}{0037:2}あらかた賊兵を捕まえた‖{05AB}⏎これで‖{0554:2}{01D7:0}{0554:0}も‖⏎少しは安全になる‖{057B}⏎{0038}もう賊はいないよう‖{057A}⏎これで‖{0554:2}{01D7:0}{0554:0}も‖⏎少しは安全になる‖{057B}⏎{0039}{001F}	{01F6}{01E2}{04CE}{0037:2}도적 병사를 거의 붙잡았‖{05AB}⏎이걸로 ‖{0554:2}{01D7:0}{0554:0}도‖⏎조금은 안전해질 것‖{057B}⏎{0038}이제 도적은 없는 모양‖{057A}⏎이걸로 ‖{0554:2}{01D7:0}{0554:0}도‖⏎조금은 안전해질 것‖{057B}⏎{0039}{001F}
10	95	討伐隊は‖⏎賊が貯め込んでいた‖⏎金‖{01D7:0}と兵糧‖{01D7:1}を発見しました！‖⏎{001F}	토벌대는‖⏎도적이 모아 둔‖⏎금‖{01D7:0}, 병량‖{01D7:1} 발견했습니다!‖⏎{001F}
10	96	{01F6}{01E2}{04CE}{0037:2}なんとか退却できた‖{05AB}⏎何か方策を考えねば……‖⏎{0038}危ないところだった‖{05AB}⏎しかし、いつまでも‖⏎野放しにはできない‖{05D8}⏎{0039}{001F}	{01F6}{01E2}{04CE}{0037:2}간신히 퇴각했‖{05AB}⏎무언가 방책을 세워야……‖⏎{0038}위험할 뻔했‖{05AB}⏎그러나, 언제까지나‖⏎내버려 둘 수는 없‖{05D8}⏎{0039}{001F}
10	97	{01F6}{01E2}{04CE}いくらか賊兵を捕まえた‖{05AB}⏎まだまだ残っている‖{0585}⏎ひとまず引き上げ‖{05E1}⏎{001F}	{01F6}{01E2}{04CE}도적 병사를 얼마간 잡았‖{05AB}⏎아직 많이 남아 있‖{0585}⏎우선은 물러나겠‖{05E1}⏎{001F}
10	98	討伐隊は‖⏎賊が備蓄していたと思われる‖⏎金‖{01D7:0}と兵糧‖{01D7:1}を発見しました！‖⏎{001F}	토벌대는‖⏎도적이 비축한 듯한‖⏎금‖{01D7:0}, 병량‖{01D7:1} 발견했습니다!‖⏎{001F}
10	99	{01F6}{01E2}{04CE}しかし、このような怪我を‖⏎負ってしまうとは……‖⏎もっと武芸を鍛えねば‖⏎{001F}	{01F6}{01E2}{04CE}그러나, 이런 부상을‖⏎입고 말다니……‖⏎무예를 더 갈고닦아야겠다‖⏎{001F}
10	100	{01F8}{01E2}{02A6}{0561}、よくぞ賊を‖⏎退治してくれ‖{05CD}⏎{0021}賊が貯め込んでいた財産を‖⏎報酬として与え‖{05E1}⏎賊兵の処分も任せ‖{05C2}⏎{001F}	{01F8}{01E2}{02A6}{0561}, 잘도 도적을‖⏎물리쳐 주었‖{05CD}⏎{0021}도적이 모아 둔 재산을‖⏎보수로 주겠‖{05E1}⏎도적 병사 처분도 맡기겠‖{05C2}⏎{001F}
10	101	{010F}N‖の放浪軍に‖⏎討伐で手に入れた金と兵糧が‖⏎報酬として与えられました‖⏎{001F}	{010F}N‖의 방랑군에‖⏎토벌로 얻은 금과 병량이‖⏎보수로 주어졌습니다‖⏎{001F}
10	102	{01D7:0}人の賊兵が‖{010F}N‖の下に‖⏎身を寄せることになりました‖⏎{001F}	{01D7:0}명의 도적 병사가‖{010F}N‖의 휘하에‖⏎몸을 의탁하게 되었습니다‖⏎{001F}
10	103	{00DF}N‖は‖⏎見事、賊を退治しました‖⏎{001F}	{00DF}N‖,‖⏎멋지게 도적을 쳤습니다‖⏎{001F}
10	104	{00DF}N‖が‖⏎{011F}N‖に出没していた賊を退治しました‖⏎{001F}	{00DF}N‖,‖⏎{011F}N‖에 출몰한 도적을 물리쳤습니다‖⏎{001F}
10	105	{00DF}N‖は‖⏎賊を退治しきれませんでした‖⏎{001F}	{00DF}N‖,‖⏎도적을 물리치지 못했습니다‖⏎{001F}
10	106	賊‖{01D7:0}人は‖⏎{011F}N‖の兵士に編入されました‖⏎{001F}	도적‖{01D7:0}명은‖⏎{011F}N‖ 병사로 편입되었습니다‖⏎{001F}
10	107	{01F6}{01E2}{02FE}{0561}、‖⏎この者は‖{0554:1}{01D7:0}{0554:0}と申し‖⏎{0554:2}{01D7:1}{0554:0}郊外で捕らえた賊の頭‖{0576}⏎{0021}かなりの武勇を‖⏎持ち合わせているので‖⏎連れて参‖{05D1}⏎{001F}	{01F6}{01E2}{02FE}{0561},‖⏎이 자는 ‖{0554:1}{01D7:0}{0554:0}라 하며‖⏎{0554:2}{01D7:1}{0554:0}교외에서 잡은 도적 두목‖{0576}⏎{0021}상당한 무용을‖⏎지니고 있기에‖⏎데려왔‖{05D1}⏎{001F}
10	108	{01DE:41}{0037:2}{00DF}N‖様のためだ‖⏎皆、しっかり働くんだぞ！‖⏎{0038}日頃、お世話になっている‖⏎{00DF}N‖様への恩返しだ‖⏎皆、しっかり働くんだぞ！‖⏎{0039}{001F}	{01DE:41}{0037:2}{00DF}N‖님을 위해서다‖⏎모두, 힘껏 일하는 거다!‖⏎{0038}평소 신세를 지고 있는‖⏎{00DF}N‖님께 보답하는 거다‖⏎모두, 힘껏 일하는 거다!‖⏎{0039}{001F}
10	109	{01F7}{01E2}あっ、わわっ！‖⏎{058A}⏎{05B8}⏎{001F}	{01F7}{01E2}앗, 으아앗!‖⏎{058A}⏎{05B8}⏎{001F}
10	110	{00E0}N‖は技術開発の途中で足を滑らせ‖⏎怪我をしてしまいました‖⏎{001F}	{00E0}N‖ 장군이 기술 개발 중 실족해‖⏎부상을 입고 말았습니다‖⏎{001F}
10	111	{01DE:41}新しい技術を発明しました！‖⏎{001F}	{01DE:41}새 기술을 발명했습니다!‖⏎{001F}
10	112	{011F}N‖で‖{0554:9}{01D7:0}{0554:0}が発明されました‖⏎勢力内のすべての都市で‖⏎出陣時に編成できるようになります‖⏎{001F}	{011F}N‖에서‖{0554:9}{01D7:0}{0554:0} 발명에 성공했습니다‖⏎세력 내 모든 도시에서‖⏎출진 시 편성할 수 있게 됩니다‖⏎{001F}
10	113	{01F7}{01E2}{02A6}{0037:2}{05D7}、思ったほど‖⏎成果はなかったよう‖{057A}⏎{0038}{05D7}、あまり‖⏎成果はなかったよう‖{057A}⏎{0039}{001F}	{01F7}{01E2}{02A6}{0037:2}{05D7}, 생각만큼‖⏎성과는 없었던 것 같‖{057A}⏎{0038}{05D7}, 그다지‖⏎성과는 없었던 것 같‖{057A}⏎{0039}{001F}
10	114	{01DE:41}{0037:2}技術の開発はあまり‖⏎進みませんでした‖⏎{0038}ううん、‖⏎まだまだ頑張らないと‖⏎いけませんね‖⏎{0039}{001F}	{01DE:41}{0037:2}기술 개발이 그다지‖⏎진척되지 않았습니다‖⏎{0038}으음,‖⏎아직 더 힘내지 않으면‖⏎안 되겠군요‖⏎{0039}{001F}
10	115	{01F7}{01E2}{02A6}{0037:2}少しは技術の開発が‖⏎進んでき‖{05CD}{05AA}⏎{0038}それなりに‖⏎成果はあ‖{05D1}が‖⏎まだまだ‖{057A}⏎{0039}{001F}	{01F7}{01E2}{02A6}{0037:2}조금은 기술 개발이‖⏎진척되었‖{05CD}{05AA}⏎{0038}그런대로‖⏎성과는 있었‖{05D1}만‖⏎아직 갈 길이 먼 것 같‖{057A}⏎{0039}{001F}
10	116	{01DE:41}少しは技術の開発が‖⏎進んだような気がします‖⏎{001F}	{01DE:41}조금은 기술 개발이‖⏎진척된 듯한 느낌입니다‖⏎{001F}
10	117	{01F7}{01E2}{02A6}{0037:2}技術の開発を‖⏎かなり進めることが‖⏎でき‖{05CD}{05AA}⏎{0038}今回は十分に‖⏎成果があ‖{05D1}{05AA}⏎{0039}{001F}	{01F7}{01E2}{02A6}{0037:2}기술 개발을‖⏎상당히 진척시킬 수‖⏎있었‖{05CD}{05AA}⏎{0038}이번에는 충분히‖⏎성과가 있었‖{05D1}{05AA}⏎{0039}{001F}
10	118	{01DE:41}{0037:2}技術の開発が‖⏎かなり進みました‖⏎{0038}これだけうまくいくと‖⏎働き甲斐があるというものです‖⏎{0039}{001F}	{01DE:41}{0037:2}기술 개발이‖⏎상당히 진척되었습니다‖⏎{0038}이만큼 잘 풀리면‖⏎일할 보람이 있다는 것입니다‖⏎{0039}{001F}
10	119	{01DE:34}{0037:2}{00DF}N‖様のためだ‖⏎気合を入れて補修するぞ！‖⏎{0038}日頃、お世話になっている‖⏎{00DF}N‖様がご覧だ‖⏎皆、気合いを入れるんだぞ！‖⏎{0039}{001F}	{01DE:34}{0037:2}{00DF}N‖ 님을 위해서다‖⏎힘을 내어 보수하자!‖⏎{0038}평소 신세를 지고 있는‖⏎{00DF}N‖ 님이 보고 계신다‖⏎모두, 힘을 내라!‖⏎{0039}{001F}
10	120	{01F7}{01E2}あっ、わわっ！‖⏎{058A}⏎{05B8}⏎{001F}	{01F7}{01E2}앗, 으아앗!‖⏎{058A}⏎{05B8}⏎{001F}
10	121	{00E0}N‖は城壁補修の途中で足を滑らせ‖⏎怪我をしてしまいました‖⏎{001F}	{00E0}N‖ 장군이 성벽 보수 중 실족해‖⏎부상을 입고 말았습니다‖⏎{001F}
10	122	{01F7}{01E2}{02A6}{0037:2}堅固な城壁にな‖{05D1}{05AA}⏎多少の攻撃なら‖⏎揺るぎもしない‖{057B}⏎{0038}もう手を加えるところも‖⏎なくなってき‖{05CD}{05AA}⏎立派な城壁にな‖{05D1}⏎{0039}{001F}	{01F7}{01E2}{02A6}{0037:2}견고한 성벽이 되었‖{05D1}{05AA}⏎어지간한 공격에는‖⏎흔들리지도 않을 것‖{057B}⏎{0038}이제 손볼 곳도‖⏎없어졌‖{05CD}{05AA}⏎훌륭한 성벽이 되었‖{05D1}⏎{0039}{001F}
10	123	{01DE:34}{0037:2}だいぶ堅固な城壁に‖⏎なったんじゃないでしょうか‖⏎{0038}これだけ立派な城壁になると‖⏎私どもも安心できるって‖⏎もんですよ‖⏎{0039}{001F}	{01DE:34}{0037:2}꽤 견고한 성벽이‖⏎된 것이 아닐까요‖⏎{0038}이만큼 훌륭한 성벽이 되면‖⏎저희도 안심할 수 있다는‖⏎것이지요‖⏎{0039}{001F}
10	124	{01F7}{01E2}{02A6}{0037:2}{05D7}、‖⏎まだまだ修繕する箇所は‖⏎たくさんあ‖{05C1}{05AA}⏎{0038}{05D7}、あまり‖⏎成果はなかったよう‖{057A}⏎{0039}{001F}	{01F7}{01E2}{02A6}{0037:2}{05D7},‖⏎아직 수리할 곳은‖⏎많이 있‖{05C1}{05AA}⏎{0038}{05D7}, 그다지‖⏎성과는 없었던 것 같‖{057A}⏎{0039}{001F}
10	125	{01DE:34}{0037:2}あまり‖⏎補修できませんでした‖⏎{0038}ううん、‖⏎まだまだ先は遠いですね‖⏎{0039}{001F}	{01DE:34}{0037:2}그다지‖⏎보수하지 못했습니다‖⏎{0038}으음,‖⏎아직 갈 길이 멀군요‖⏎{0039}{001F}
10	126	{01F7}{01E2}{02A6}{0037:2}少しは頑丈にな‖{05D1}が‖⏎この城壁はもっと頑丈に‖⏎なるはず‖{057A}⏎{0038}少しは頑丈にな‖{05D1}が‖⏎まだまだ手を加える‖⏎余地があ‖{05C1}{05AA}⏎{0039}{001F}	{01F7}{01E2}{02A6}{0037:2}조금은 튼튼해졌‖{05D1}만‖⏎이 성벽은 더 튼튼해질‖⏎것 같‖{057A}⏎{0038}조금은 튼튼해졌‖{05D1}만‖⏎아직 손볼‖⏎여지가 있‖{05C1}{05AA}⏎{0039}{001F}
10	127	{01DE:34}{0037:2}少しは頑丈になりましたが‖⏎まだまだですね‖⏎{0038}いくらかましに‖⏎なったんじゃないですかね‖⏎{0039}{001F}	{01DE:34}{0037:2}조금은 튼튼해졌습니다만‖⏎아직 멀었군요‖⏎{0038}얼마간 나아진‖⏎것이 아닐까요‖⏎{0039}{001F}
10	128	{01F7}{01E2}{02A6}{0037:2}十分に成果はあ‖{05D1}が‖⏎この城壁はもっと頑丈に‖⏎なるはず‖{057A}⏎{0038}だいぶ修復でき‖{05CD}が‖⏎まだ余地はあ‖{05C1}{05AA}⏎{0039}{001F}	{01F7}{01E2}{02A6}{0037:2}충분히 성과는 있었‖{05D1}만‖⏎이 성벽은 더 튼튼해질‖⏎것 같‖{057A}⏎{0038}꽤 수복했‖{05CD}만‖⏎아직 여지는 있‖{05C1}{05AA}⏎{0039}{001F}
10	129	{01DE:34}{0037:2}前よりだいぶ‖⏎良くなったんじゃ‖⏎ないでしょうか‖⏎{0038}かなり手を加えてみましたが‖⏎まだやり残したところが‖⏎ありますね‖⏎{0039}{001F}	{01DE:34}{0037:2}전보다 꽤‖⏎좋아진 것이‖⏎아닐까요‖⏎{0038}상당히 손을 대 봤습니다만‖⏎아직 남은 곳이‖⏎있군요‖⏎{0039}{001F}
10	130	{01F6}{01E2}{04CE}{0037:2}これより、‖{0554:2}{01D7:0}{0554:0}近郊へ行き‖⏎略奪作戦を行う‖{05E5}！‖⏎{0038}よし、‖⏎{0554:2}{01D7:0}{0554:0}近郊で物資を‖⏎略奪してくるとし‖{05E1}⏎{0039}{001F}	{01F6}{01E2}{04CE}{0037:2}이제부터,‖{0554:2}{01D7:0}{0554:0} 근교로 가서‖⏎약탈 작전을 행하겠‖{05E5}!‖⏎{0038}좋다,‖⏎{0554:2}{01D7:0}{0554:0} 근교에서 물자를‖⏎약탈해 오기로 하겠‖{05E1}⏎{0039}{001F}
10	131	{01DE:32}略奪作戦は大成功でした‖⏎{001F}	{01DE:32}약탈은 대성공이었습니다‖⏎{001F}
10	132	{01DE:32}略奪作戦は成功でした‖⏎{001F}	{01DE:32}약탈은 성공이었습니다‖⏎{001F}
10	133	{0554:2}{01D7:0}{0554:0}で‖⏎{01D7:1}を奪いました‖⏎{0554:2}{01D7:0}{0554:0}の住民たちは混乱しています‖⏎{001F}	{0554:2}{01D7:0}{0554:0}에서‖⏎{01D7:1} 약탈에 성공했습니다‖⏎{0554:2}{01D7:0}{0554:0}의 주민이 혼란했습니다‖⏎{001F}
