idx	code	slot	cond	jp	ko
54	0590	11	{0036}{0036}	いた	
55	0591	0	{0026:7}	いたします	
55	0591	1	{0036}{0026:500}{0026:510}	いたす	
55	0591	2	{0036}	いたします	
55	0591	3	{0036}{0026:1339}	いたす	
55	0591	4	{0036}{0026:513}{0026:510}	いたす	
55	0591	5	{0035}	いたします	
55	0591	6	{0036}{0036}{0026:530}{0026:510}	いたす	
55	0591	7	{0035}	いたします	
55	0591	8	{0036}{0036}{0026:512}{0026:30}	いたす	
55	0591	9	{0036}{0026:130}	いたします	
55	0591	10	{0036}{0026:514}	いたします	
55	0591	11	{0036}{0036}	いたす	
56	0592	0	{0026:7}	いたしましょう	
56	0592	1	{0036}{0026:500}{0026:510}	いたそう	
56	0592	2	{0036}	いたします	
56	0592	3	{0036}{0026:1339}	いたそう	
56	0592	4	{0036}{0026:513}{0026:510}	いたそう	
56	0592	5	{0035}	いたしましょう	
56	0592	6	{0036}{0036}{0026:530}{0026:510}	いたそう	
56	0592	7	{0035}	いたしましょう	
56	0592	8	{0036}{0036}{0026:512}{0026:30}	いたそう	
56	0592	9	{0036}{0026:130}	いたしましょう	
56	0592	10	{0036}{0026:514}	いたしましょう	
56	0592	11	{0036}{0036}	いたそう	
57	0593	0	{0026:7}	いまして	
57	0593	1	{0036}{0026:500}{0026:510}	いて	
57	0593	2	{0036}	おりまして	
57	0593	3	{0036}{0026:1339}	いて	
57	0593	4	{0036}{0026:513}{0026:510}	いて	
57	0593	5	{0035}	おりまして	
57	0593	6	{0036}{0036}{0026:530}{0026:510}	いて	
57	0593	7	{0035}	おりまして	
57	0593	8	{0036}{0036}{0026:512}{0026:30}	いて	
57	0593	9	{0036}{0026:130}	おりまして	
57	0593	10	{0036}{0026:514}	おりまして	
57	0593	11	{0036}{0036}	いて	
58	0594	0	{0026:6}	いやいや	
58	0594	1	{0036}	いえいえ	
59	0595	0	{0026:7}	ですか	
59	0595	1	{0036}{0026:500}{0026:510}	か	
59	0595	2	{0036}	ですか	
59	0595	3	{0036}{0026:1339}	か	
59	0595	4	{0036}{0026:513}{0026:510}	か	
59	0595	5	{0035}	ですか	
59	0595	6	{0036}{0036}{0026:530}{0026:510}	か	
59	0595	7	{0035}	ですか	
59	0595	8	{0036}{0036}{0026:512}{0026:30}	か	
59	0595	9	{0036}{0026:130}	ですか	
59	0595	10	{0036}{0026:514}	ですか	
59	0595	11	{0036}{0036}	か	
60	0596	0	{0026:6}	か	
61	0597	0	{0026:6}	か	
61	0597	1	{0036}	わ	
62	0598	0	{0026:7}	かしら	
62	0598	1	{0036}{0026:500}{0026:510}	かな	
62	0598	2	{0036}	でしょうか	
62	0598	3	{0036}{0026:1339}	か	
62	0598	4	{0036}{0026:513}{0026:510}	か	
62	0598	5	{0035}	でしょうか	
62	0598	6	{0036}{0036}{0026:530}{0026:510}	か	
62	0598	7	{0035}	でしょうか	
62	0598	8	{0036}{0036}{0026:512}{0026:30}{0026:17}	か	
62	0598	9	{0036}	かな	
62	0598	10	{0036}{0026:130}	でしょうか	
62	0598	11	{0036}{0026:514}	でしょうか	
62	0598	12	{0036}{0036}	かな	
63	0599	0	{0026:7}	かぬ	
63	0599	1	{0036}{0026:500}{0026:510}	かぬ	
63	0599	2	{0036}	きません	
63	0599	3	{0036}{0026:1339}	かぬ	
63	0599	4	{0036}{0026:513}{0026:510}	かぬ	
63	0599	5	{0035}	きません	
63	0599	6	{0036}{0036}{0026:530}{0026:510}	かぬ	
63	0599	7	{0035}	きません	
63	0599	8	{0036}{0036}{0026:512}{0026:30}	かぬ	
63	0599	9	{0036}{0026:130}	きません	
63	0599	10	{0036}{0026:514}	きません	
63	0599	11	{0036}{0036}	かぬ	
64	059A	0	{0026:7}{0026:30}{0026:512}{0026:23}	お聞き	
64	059A	1	{0036}	聞きなさい	
64	059A	2	{0036}{0036}	お聞きください	
64	059A	3	{0036}{0026:500}	お聞きください	
64	059A	4	{0036}{0026:1339}	聞けい	
64	059A	5	{0036}{0026:513}{0026:510}	聞けい	
64	059A	6	{0035}	お聞きください	
64	059A	7	{0036}{0036}{0026:530}{0026:510}	聞けい	
64	059A	8	{0035}	お聞きください	
64	059A	9	{0036}{0036}{0026:512}{0026:30}	聞けい	
64	059A	10	{0036}{0026:130}	お聞きください	
64	059A	11	{0036}{0026:514}	お聞きください	
64	059A	12	{0036}{0036}	聞けい	
65	059B	0	{0026:7}{0026:23}	参れ	
65	059B	1	{0036}	来なさい	
65	059B	2	{0036}{0026:1339}	来い	
65	059B	3	{0036}{0026:513}{0026:510}	来い	
65	059B	4	{0035}	来られい	
65	059B	5	{0036}{0036}{0026:530}{0026:510}	来い	
65	059B	6	{0035}	来られい	
65	059B	7	{0036}{0036}{0026:25}{0026:23}	参れ	
65	059B	8	{0036}{0034:26}{0026:27}	来るがよい	
65	059B	9	{0036}{0036}	来い	
66	059C	0	{0026:7}	こられよ	
66	059C	1	{0036}{0026:500}{0026:510}	こい	
66	059C	2	{0036}	こられよ	
66	059C	3	{0036}{0026:1339}	こい	
66	059C	4	{0036}{0026:513}{0026:510}	こい	
66	059C	5	{0035}	こられよ	
66	059C	6	{0036}{0036}{0026:530}{0026:510}	こい	
66	059C	7	{0035}	こられよ	
66	059C	8	{0036}{0036}{0026:512}{0026:30}	こい	
66	059C	9	{0036}{0026:130}	こられよ	
66	059C	10	{0036}{0026:514}	こられよ	
66	059C	11	{0036}{0036}	こい	
67	059D	0	{0026:7}	きましょう	
67	059D	1	{0036}{0026:500}{0026:510}	こう	
67	059D	2	{0036}	きましょう	
67	059D	3	{0036}{0026:1339}	こう	
67	059D	4	{0036}{0026:513}{0026:510}	こう	
67	059D	5	{0035}	きましょう	
67	059D	6	{0036}{0036}{0026:530}{0026:510}	こう	
67	059D	7	{0035}	きましょう	
67	059D	8	{0036}{0036}{0026:512}{0026:30}	こう	
67	059D	9	{0036}{0026:130}	きましょう	
67	059D	10	{0036}{0026:514}	きましょう	
67	059D	11	{0036}{0036}	こう	
68	059E	0	{0026:7}	きましょう	
68	059E	1	{0036}{0026:500}{0026:510}	こよう	
68	059E	2	{0036}	きましょう	
68	059E	3	{0036}{0026:1339}	こよう	
68	059E	4	{0036}{0026:513}{0026:510}	こよう	
68	059E	5	{0035}	きましょう	
68	059E	6	{0036}{0036}{0026:530}{0026:510}	こよう	
68	059E	7	{0035}	きましょう	
68	059E	8	{0036}{0036}{0026:512}{0026:30}	こよう	
68	059E	9	{0036}{0026:130}	きましょう	
68	059E	10	{0036}{0026:514}	きましょう	
68	059E	11	{0036}{0036}	こよう	
69	059F	0	{0026:7}	きます	
69	059F	1	{0036}{0026:500}{0026:510}	く	
69	059F	2	{0036}	きます	
69	059F	3	{0036}{0026:1339}	く	
69	059F	4	{0036}{0026:513}{0026:510}	く	
69	059F	5	{0035}	きます	
69	059F	6	{0036}{0036}{0026:530}{0026:510}	く	
69	059F	7	{0035}	きます	
69	059F	8	{0036}{0036}{0026:512}{0026:30}	く	
69	059F	9	{0036}{0026:130}	きます	
69	059F	10	{0036}{0026:514}	きます	
69	059F	11	{0036}{0036}	く	
70	05A0	0	{0026:7}	ください	
70	05A0	1	{0036}{0026:500}{0026:510}	くだされ	
70	05A0	2	{0036}	ください	
70	05A0	3	{0036}{0026:1339}	くだされ	
70	05A0	4	{0036}{0026:513}{0026:510}	くだされ	
70	05A0	5	{0035}	ください	
70	05A0	6	{0036}{0036}{0026:530}{0026:510}	くだされ	
70	05A0	7	{0035}	ください	
70	05A0	8	{0036}{0036}{0026:512}{0026:30}	くだされ	
70	05A0	9	{0036}{0026:130}	ください	
70	05A0	10	{0036}{0026:514}	ください	
70	05A0	11	{0036}{0036}	くだされ	
71	05A1	0	{0026:7}	ください	
71	05A1	1	{0036}{0026:500}{0026:510}	くれ	
71	05A1	2	{0036}	くだされ	
71	05A1	3	{0036}{0026:1339}	くれ	
71	05A1	4	{0036}{0026:513}{0026:510}	くれ	
71	05A1	5	{0035}	くだされ	
71	05A1	6	{0036}{0036}{0026:530}{0026:510}	くれ	
71	05A1	7	{0035}	くだされ	
71	05A1	8	{0036}{0036}{0026:512}{0026:30}	くれ	
71	05A1	9	{0036}{0026:130}	くだされ	
71	05A1	10	{0036}{0026:514}	くだされ	
71	05A1	11	{0036}{0036}	くれ	
72	05A2	0	{0026:7}{0026:30}	くださる	
72	05A2	1	{0036}{0026:23}	くださる	
72	05A2	2	{0036}	くださいます	
72	05A2	3	{0036}{0026:500}{0026:510}	くれる	
72	05A2	4	{0036}	くださいます	
72	05A2	5	{0036}{0026:1339}	くれる	
72	05A2	6	{0036}{0026:513}{0026:510}	くれる	
72	05A2	7	{0035}	くださいます	
72	05A2	8	{0036}{0036}{0026:530}{0026:510}	くれる	
72	05A2	9	{0035}	くださいます	
72	05A2	10	{0036}{0036}{0026:512}{0026:30}	くれる	
72	05A2	11	{0036}{0026:130}	くださいます	
72	05A2	12	{0036}{0026:514}	くださいます	
72	05A2	13	{0036}{0036}	くれる	
73	05A3	0	{0026:7}{0026:30}	くれました	
73	05A3	1	{0036}{0026:513}{0026:510}	くれました	
73	05A3	2	{0035}	くださいました	
73	05A3	3	{0036}{0036}{0026:530}{0026:510}	くれました	
73	05A3	4	{0035}	くださいました	
73	05A3	5	{0036}{0036}	くださいました	
73	05A3	6	{0036}{0026:500}{0026:510}	くれた	
73	05A3	7	{0036}	くださいました	
73	05A3	8	{0036}{0026:1339}	くれた	
73	05A3	9	{0036}{0026:513}{0026:510}	くれた	
73	05A3	10	{0035}	くださいました	
73	05A3	11	{0036}{0036}{0026:530}{0026:510}	くれた	
73	05A3	12	{0035}	くださいました	
73	05A3	13	{0036}{0036}{0026:512}{0026:30}	くれた	
73	05A3	14	{0036}{0026:130}	くださいました	
73	05A3	15	{0036}{0026:514}	くださいました	
73	05A3	16	{0036}{0036}	くれた	
74	05A4	0	{0026:7}{0026:30}	くだされて	
74	05A4	1	{0036}{0026:23}	くだされて	
74	05A4	2	{0036}	くださって	
74	05A4	3	{0036}{0026:500}{0026:510}	くれて	
74	05A4	4	{0036}	くださって	
74	05A4	5	{0036}{0026:1339}	くれて	
74	05A4	6	{0036}{0026:513}{0026:510}	くれて	
74	05A4	7	{0035}	くださって	
74	05A4	8	{0036}{0036}{0026:530}{0026:510}	くれて	
74	05A4	9	{0035}	くださって	
74	05A4	10	{0036}{0036}{0026:512}{0026:30}	くれて	
74	05A4	11	{0036}{0026:130}	くださって	
74	05A4	12	{0036}{0026:514}	くださって	
74	05A4	13	{0036}{0036}	くれて	
75	05A5	0	{0026:1339}	ちっくしょおおお	
75	05A5	1	{0034:7}	ちいい	
75	05A5	2	{0035}{0026:23}	ちっ	
75	05A5	3	{0034:8}	ぐぬぬぬぬぬ	
75	05A5	4	{0036}{0036}	くぬう	
76	05A6	0	{0026:7}	みません	
76	05A6	1	{0036}{0026:500}{0026:510}	まぬ	
76	05A6	2	{0036}	みません	
76	05A6	3	{0036}{0026:1339}	まぬ	
76	05A6	4	{0036}{0026:513}{0026:510}	まぬ	
76	05A6	5	{0035}	みません	
76	05A6	6	{0036}{0036}{0026:530}{0026:510}	まぬ	
76	05A6	7	{0035}	みません	
76	05A6	8	{0036}{0036}{0026:512}{0026:30}	まぬ	
76	05A6	9	{0036}{0026:130}	みません	
76	05A6	10	{0036}{0026:514}	みません	
76	05A6	11	{0036}{0036}	まぬ	
77	05A7	0	{0026:6}	め	
78	05A8	0	{0026:7}	いただきましょう	
78	05A8	1	{0036}{0026:500}{0026:510}{0026:23}	いただこう	
78	05A8	2	{0036}	もらおう	
78	05A8	3	{0036}	いただきましょう	
78	05A8	4	{0036}{0026:1339}	もらおう	
78	05A8	5	{0036}{0026:513}{0026:510}	もらおう	
78	05A8	6	{0035}	いただきましょう	
78	05A8	7	{0036}{0036}{0026:530}{0026:510}	もらおう	
78	05A8	8	{0035}	いただきましょう	
78	05A8	9	{0036}{0036}{0026:512}{0026:30}	もらおう	
78	05A8	10	{0036}{0026:130}	いただきましょう	
78	05A8	11	{0036}{0026:514}	いただきましょう	
78	05A8	12	{0036}{0036}{0026:23}	いただこう	
78	05A8	13	{0036}	もらおう	
79	05A9	0	{0026:7}	みます	
79	05A9	1	{0036}{0026:500}{0026:510}	む	
79	05A9	2	{0036}	みます	
79	05A9	3	{0036}{0026:1339}	む	
79	05A9	4	{0036}{0026:513}{0026:510}	む	
79	05A9	5	{0035}	みます	
79	05A9	6	{0036}{0036}{0026:530}{0026:510}	む	
79	05A9	7	{0035}	みます	
79	05A9	8	{0036}{0036}{0026:512}{0026:30}	む	
79	05A9	9	{0036}{0026:130}	みます	
79	05A9	10	{0036}{0026:514}	みます	
79	05A9	11	{0036}{0036}	む	
80	05AA	0	{0026:7}	ね	
80	05AA	1	{0036}	な	
81	05AB	0	{0026:7}	わね	
81	05AB	1	{0036}	な	
82	05AC	0	{0026:7}	な	
83	05AD	0	{0026:6}	な	
84	05AE	0	{0026:7}	わね	
84	05AE	1	{0036}	な	
85	05AF	0	{0026:7}	ません	
85	05AF	1	{0036}{0026:500}{0026:510}{0026:28}	ぬ	
85	05AF	2	{0036}	ない	
85	05AF	3	{0036}	ません	
85	05AF	4	{0036}{0026:1339}	ぬ	
85	05AF	5	{0036}{0026:513}{0026:510}	ぬ	
85	05AF	6	{0035}	ません	
85	05AF	7	{0036}{0036}{0026:530}{0026:510}	ぬ	
85	05AF	8	{0035}	ません	
85	05AF	9	{0036}{0036}{0026:512}{0026:30}	ぬ	
85	05AF	10	{0036}{0026:130}	ません	
85	05AF	11	{0036}{0026:514}	ません	
85	05AF	12	{0036}{0036}{0026:28}	ぬ	
85	05AF	13	{0036}	ない	
86	05B0	0	{0026:7}	ありません	
86	05B0	1	{0036}{0026:500}{0026:510}	ない	
86	05B0	2	{0036}	ありません	
86	05B0	3	{0036}{0026:1339}	ない	
86	05B0	4	{0036}{0026:513}{0026:510}	ない	
86	05B0	5	{0035}	ありません	
86	05B0	6	{0036}{0036}{0026:530}{0026:510}	ない	
86	05B0	7	{0035}	ありません	
86	05B0	8	{0036}{0036}{0026:512}{0026:30}	ない	
86	05B0	9	{0036}{0026:514}	ありません	
86	05B0	10	{0036}{0036}	ない	
87	05B1	0	{0026:7}	ない	
87	05B1	1	{0036}	ぬ	
88	05B2	0	{0026:7}	なんですって	
88	05B2	1	{0036}{0026:500}{0026:510}	なんだと	
88	05B2	2	{0036}	なんですと	
88	05B2	3	{0036}{0026:1339}	なんだと	
88	05B2	4	{0036}{0026:513}{0026:510}	なんだと	
88	05B2	5	{0035}	なんですと	
88	05B2	6	{0036}{0036}{0026:530}{0026:510}	なんだと	
88	05B2	7	{0035}	なんですと	
88	05B2	8	{0036}{0036}{0026:512}{0026:30}	なんだと	
88	05B2	9	{0036}{0026:130}	なんですと	
88	05B2	10	{0036}{0026:514}	なんですと	
88	05B2	11	{0036}{0036}	なんだと	
89	05B3	0	{0026:7}	なりません	
89	05B3	1	{0036}{0026:500}{0026:510}	なるまい	
89	05B3	2	{0036}	なりません	
89	05B3	3	{0036}{0026:1339}	なるまい	
89	05B3	4	{0036}{0026:513}{0026:510}	なるまい	
89	05B3	5	{0035}	なりません	
89	05B3	6	{0036}{0036}{0026:530}{0026:510}	なるまい	
89	05B3	7	{0035}	なりません	
89	05B3	8	{0036}{0036}{0026:512}{0026:30}	なるまい	
89	05B3	9	{0036}{0026:130}	なりますまい	
89	05B3	10	{0036}{0026:514}	なりません	
89	05B3	11	{0036}{0036}	なるまい	
90	05B4	0	{0026:7}{0026:30}	ありますまい	
90	05B4	1	{0036}	ないでしょう	
90	05B4	2	{0036}{0026:500}{0026:510}	なかろう	
90	05B4	3	{0036}	ございますまい	
90	05B4	4	{0036}{0026:1339}	なかろう	
90	05B4	5	{0036}{0026:513}{0026:510}	なかろう	
90	05B4	6	{0035}	ございますまい	
90	05B4	7	{0036}{0036}{0026:530}{0026:510}	なかろう	
90	05B4	8	{0035}	ございますまい	
90	05B4	9	{0036}{0036}{0026:512}{0026:30}	なかろう	
90	05B4	10	{0036}{0026:130}	ございますまい	
90	05B4	11	{0036}{0026:514}	ありますまい	
90	05B4	12	{0036}{0036}	なかろう	
91	05B5	0	{0026:7}	ませんでした	
91	05B5	1	{0036}{0026:500}{0026:510}	なかった	
91	05B5	2	{0036}	ませんでした	
91	05B5	3	{0036}{0026:1339}	なかった	
91	05B5	4	{0036}{0026:513}{0026:510}	なかった	
91	05B5	5	{0035}	ませんでした	
91	05B5	6	{0036}{0036}{0026:530}{0026:510}	なかった	
91	05B5	7	{0035}	ませんでした	
91	05B5	8	{0036}{0036}{0026:512}{0026:30}	なかった	
91	05B5	9	{0036}{0026:130}	ませんでした	
91	05B5	10	{0036}{0026:514}	ませんでした	
91	05B5	11	{0036}{0036}	なかった	
92	05B6	0	{0026:7}	ね	
92	05B6	1	{0036}	だ	
93	05B7	0	{0026:7}	のですか	
93	05B7	1	{0036}{0026:500}{0026:510}	のか	
93	05B7	2	{0036}	のですか	
93	05B7	3	{0036}{0026:1339}	のか	
93	05B7	4	{0036}{0026:513}{0026:510}	のか	
93	05B7	5	{0035}	のですか	
93	05B7	6	{0036}{0036}{0026:530}{0026:510}	のか	
93	05B7	7	{0035}	のですか	
93	05B7	8	{0036}{0036}{0026:512}{0026:30}	のか	
93	05B7	9	{0036}{0026:130}	のですか	
93	05B7	10	{0036}{0026:514}	のですか	
93	05B7	11	{0036}{0036}	のか	
94	05B8	0	{0026:7}	くうう	
94	05B8	1	{0036}	ぬうう	
95	05B9	0	{0026:7}	思います	
95	05B9	1	{0036}{0026:500}{0026:510}	思う	
95	05B9	2	{0036}	存じます	
95	05B9	3	{0036}{0026:1339}	思う	
95	05B9	4	{0036}{0026:513}{0026:510}	思う	
95	05B9	5	{0035}	存じます	
95	05B9	6	{0036}{0036}{0026:530}{0026:510}	思う	
95	05B9	7	{0035}	存じます	
95	05B9	8	{0036}{0036}{0026:512}{0026:30}	思う	
95	05B9	9	{0036}{0026:130}	存じます	
95	05B9	10	{0036}{0026:514}	存じます	
95	05B9	11	{0036}{0036}	思う	
96	05BA	0	{0026:7}{0026:30}	ええ	
96	05BA	1	{0036}	はい	
96	05BA	2	{0036}{0026:500}{0026:510}	おお	
96	05BA	3	{0036}	はい	
96	05BA	4	{0036}{0026:1339}	おお	
96	05BA	5	{0036}{0026:513}{0026:510}	おお	
96	05BA	6	{0035}	はい	
96	05BA	7	{0036}{0036}{0026:530}{0026:510}	おお	
96	05BA	8	{0035}	はい	
96	05BA	9	{0036}{0036}{0026:512}{0026:30}	おお	
96	05BA	10	{0036}{0026:130}	はい	
96	05BA	11	{0036}{0026:514}	はい	
96	05BA	12	{0036}{0036}	おお	
97	05BB	0	{0026:7}	まあ	
97	05BB	1	{0036}	おお	
98	05BC	0	{0026:7}	いましょう	
98	05BC	1	{0036}{0026:500}{0026:510}	おう	
98	05BC	2	{0036}	いましょう	
98	05BC	3	{0036}{0026:1339}	おう	
98	05BC	4	{0036}{0026:513}{0026:510}	おう	
98	05BC	5	{0035}	いましょう	
98	05BC	6	{0036}{0036}{0026:530}{0026:510}	おう	
98	05BC	7	{0035}	いましょう	
98	05BC	8	{0036}{0036}{0026:512}{0026:30}	おう	
98	05BC	9	{0036}{0026:130}	いましょう	
98	05BC	10	{0036}{0026:514}	いましょう	
98	05BC	11	{0036}{0036}	おう	
99	05BD	0	{0026:7}	ほう	
99	05BD	1	{0036}	おう	
100	05BE	0	{0026:7}{0026:30}	りません	
100	05BE	1	{0036}	りません	
100	05BE	2	{0036}{0026:500}{0026:510}	らぬ	
100	05BE	3	{0036}	りません	
100	05BE	4	{0036}{0026:1339}	らぬ	
100	05BE	5	{0036}{0026:513}{0026:510}	らぬ	
100	05BE	6	{0035}	りません	
100	05BE	7	{0036}{0036}{0026:530}{0026:510}	らぬ	
100	05BE	8	{0035}	りません	
100	05BE	9	{0036}{0036}{0026:512}{0026:30}	らぬ	
100	05BE	10	{0036}{0026:130}	りません	
100	05BE	11	{0036}{0026:514}	りません	
100	05BE	12	{0036}{0036}	らぬ	
101	05BF	0	{0026:7}	なさい	
101	05BF	1	{0036}	ろ	
102	05C0	0	{0026:7}	りましょう	
102	05C0	1	{0036}{0026:500}{0026:510}	ろう	
102	05C0	2	{0036}	りましょう	
102	05C0	3	{0036}{0026:1339}	ろう	
102	05C0	4	{0036}{0026:513}{0026:510}	ろう	
102	05C0	5	{0035}	りましょう	
102	05C0	6	{0036}{0036}{0026:530}{0026:510}	ろう	
102	05C0	7	{0035}	りましょう	
102	05C0	8	{0036}{0036}{0026:512}{0026:30}	ろう	
102	05C0	9	{0036}{0026:130}	りましょう	
102	05C0	10	{0036}{0026:514}	りましょう	
102	05C0	11	{0036}{0036}	ろう	
103	05C1	0	{0026:7}	ります	
103	05C1	1	{0036}{0026:500}{0026:510}	る	
103	05C1	2	{0036}	ります	
103	05C1	3	{0036}{0026:1339}	る	
103	05C1	4	{0036}{0026:513}{0026:510}	る	
103	05C1	5	{0035}	ります	
103	05C1	6	{0036}{0036}{0026:530}{0026:510}	る	
103	05C1	7	{0035}	ります	
103	05C1	8	{0036}{0036}{0026:512}{0026:30}	る	
103	05C1	9	{0036}{0026:130}	ります	
103	05C1	10	{0036}{0026:514}	ります	
103	05C1	11	{0036}{0036}	る	
104	05C2	0	{0026:7}	ます	
104	05C2	1	{0036}{0026:500}{0026:510}	る	
104	05C2	2	{0036}	ます	
104	05C2	3	{0036}{0026:1339}	る	
104	05C2	4	{0036}{0026:513}{0026:510}	る	
104	05C2	5	{0035}	ます	
104	05C2	6	{0036}{0036}{0026:530}{0026:510}	る	
104	05C2	7	{0035}	ます	
104	05C2	8	{0036}{0036}{0026:512}{0026:30}	る	
104	05C2	9	{0036}{0026:130}	ます	
104	05C2	10	{0036}{0026:514}	ます	
104	05C2	11	{0036}{0036}	る	
105	05C3	0	{0026:7}	います	
105	05C3	1	{0036}{0026:500}{0026:510}	る	
105	05C3	2	{0036}	います	
105	05C3	3	{0036}{0026:1339}	る	
105	05C3	4	{0036}{0026:513}{0026:510}	る	
105	05C3	5	{0035}	います	
105	05C3	6	{0036}{0036}{0026:530}{0026:510}	る	
105	05C3	7	{0035}	います	
105	05C3	8	{0036}{0036}{0026:512}{0026:30}{0026:7}	います	
105	05C3	9	{0036}	る	
105	05C3	10	{0036}{0026:130}	います	
105	05C3	11	{0036}{0026:514}	います	
105	05C3	12	{0036}{0036}	る	
106	05C4	0	{0026:7}	りません	
106	05C4	1	{0036}{0026:500}{0026:510}	るまい	
106	05C4	2	{0036}	りません	
106	05C4	3	{0036}{0026:1339}	るまい	
106	05C4	4	{0036}{0026:513}{0026:510}	るまい	
106	05C4	5	{0035}	りません	
106	05C4	6	{0036}{0036}{0026:530}{0026:510}	るまい	
106	05C4	7	{0035}	りません	
106	05C4	8	{0036}{0036}{0026:512}{0026:30}	るまい	
106	05C4	9	{0036}{0026:130}	りますまい	
106	05C4	10	{0036}{0026:514}	りません	
106	05C4	11	{0036}{0036}	るまい	
107	05C5	0	{0026:7}	しません	
107	05C5	1	{0036}{0026:500}{0026:510}	さぬ	
107	05C5	2	{0036}	しません	
107	05C5	3	{0036}{0026:1339}	さぬ	
107	05C5	4	{0036}{0026:513}{0026:510}	さぬ	
107	05C5	5	{0035}	しません	
107	05C5	6	{0036}{0036}{0026:530}{0026:510}	さぬ	
107	05C5	7	{0035}	しません	
107	05C5	8	{0036}{0036}{0026:512}{0026:30}	さぬ	
107	05C5	9	{0036}{0026:130}	しません	
107	05C5	10	{0036}{0026:514}	しません	
107	05C5	11	{0036}{0036}	さぬ	
108	05C6	0	{0026:7}	しない	
108	05C6	1	{0036}	せぬ	
109	05C7	0	{0026:7}	しません	
109	05C7	1	{0036}	せぬ	
110	05C8	0	{0026:7}	しますまい	
110	05C8	1	{0036}{0026:500}{0026:510}	しまい	
110	05C8	2	{0036}	しますまい	
110	05C8	3	{0036}{0026:1339}	しまい	
110	05C8	4	{0036}{0026:513}{0026:510}	しまい	
110	05C8	5	{0035}	しますまい	
110	05C8	6	{0036}{0036}{0026:530}{0026:510}	しまい	
110	05C8	7	{0035}	しますまい	
110	05C8	8	{0036}{0036}{0026:512}{0026:30}	しまい	
110	05C8	9	{0036}{0026:130}	しますまい	
110	05C8	10	{0036}{0026:514}	しますまい	
110	05C8	11	{0036}{0036}	しまい	
111	05C9	0	{0026:7}{0026:510}{0026:23}	せよ	
111	05C9	1	{0035}	しなさい	
111	05C9	2	{0036}{0036}	されよ	
111	05C9	3	{0036}{0026:500}{0026:510}	せよ	
111	05C9	4	{0036}	されよ	
111	05C9	5	{0036}{0026:1339}	せよ	
111	05C9	6	{0036}{0026:513}{0026:510}	せよ	
111	05C9	7	{0035}	されよ	
111	05C9	8	{0036}{0036}{0026:530}{0026:510}	せよ	
111	05C9	9	{0035}	されよ	
111	05C9	10	{0036}{0036}{0026:512}{0026:30}	せよ	
111	05C9	11	{0036}{0026:130}	されよ	
111	05C9	12	{0036}{0026:514}	されよ	
111	05C9	13	{0036}{0036}	せよ	
112	05CA	0	{0026:7}	しましょう	
112	05CA	1	{0036}{0026:500}{0026:510}	しよう	
112	05CA	2	{0036}	いたしましょう	
112	05CA	3	{0036}{0026:1339}	しよう	
112	05CA	4	{0036}{0026:513}{0026:510}	しよう	
112	05CA	5	{0035}	いたしましょう	
112	05CA	6	{0036}{0036}{0026:530}{0026:510}	しよう	
112	05CA	7	{0035}	いたしましょう	
112	05CA	8	{0036}{0036}{0026:512}{0026:30}	しよう	
112	05CA	9	{0036}{0026:130}	いたしましょう	
112	05CA	10	{0036}{0026:514}	いたしましょう	
112	05CA	11	{0036}{0036}	しよう	
113	05CB	0	{0026:7}	します	
113	05CB	1	{0036}{0026:500}{0026:510}	す	
113	05CB	2	{0036}	します	
113	05CB	3	{0036}{0026:1339}	す	
113	05CB	4	{0036}{0026:513}{0026:510}	す	
113	05CB	5	{0035}	します	
113	05CB	6	{0036}{0036}{0026:530}{0026:510}	す	
113	05CB	7	{0035}	します	
113	05CB	8	{0036}{0036}{0026:512}{0026:30}	す	
113	05CB	9	{0036}{0026:130}	します	
113	05CB	10	{0036}{0026:514}	します	
113	05CB	11	{0036}{0036}	す	
114	05CC	0	{0026:7}	します	
114	05CC	1	{0036}{0026:500}{0026:510}	する	
114	05CC	2	{0036}	いたします	
114	05CC	3	{0036}{0026:1339}	する	
114	05CC	4	{0036}{0026:513}{0026:510}	する	
114	05CC	5	{0035}	いたします	
114	05CC	6	{0036}{0036}{0026:530}{0026:510}	する	
114	05CC	7	{0035}	いたします	
114	05CC	8	{0036}{0036}{0026:512}{0026:30}	する	
114	05CC	9	{0036}{0026:130}	いたします	
114	05CC	10	{0036}{0026:514}	いたします	
114	05CC	11	{0036}{0036}	する	
115	05CD	0	{0026:7}	ました	
115	05CD	1	{0036}{0026:500}{0026:510}	た	
115	05CD	2	{0036}	ました	
115	05CD	3	{0036}{0026:1339}	た	
115	05CD	4	{0036}{0026:513}{0026:510}	た	
115	05CD	5	{0035}	ました	
115	05CD	6	{0036}{0036}{0026:530}{0026:510}	た	
115	05CD	7	{0035}	ました	
115	05CD	8	{0036}{0036}{0026:512}{0026:30}	た	
115	05CD	9	{0036}{0026:130}	ました	
115	05CD	10	{0036}{0026:514}	ました	
115	05CD	11	{0036}{0036}	た	
116	05CE	0	{0026:7}	ちなさい	
116	05CE	1	{0036}	て	
117	05CF	0	{0026:7}	まして	
117	05CF	1	{0036}{0026:500}{0026:510}	て	
117	05CF	2	{0036}	まして	
117	05CF	3	{0036}{0026:1339}	て	
117	05CF	4	{0036}{0026:513}{0026:510}	て	
117	05CF	5	{0035}	まして	
117	05CF	6	{0036}{0036}{0026:530}{0026:510}	て	
117	05CF	7	{0035}	まして	
